词语	义项描述	语料
下	下达，发布	建初中，章帝 [下] 诏曪宠义，赐谷千斛，
下	攻下	癸亥，陟州刺史李育德攻 [下] 王世充河内堡聚三十一所。
下	下达，发布	平以手斫师颈一 [下] ，从此领旨。
下	从高处到低处，降落	突厥入寇，左鹰扬卫大将军黑齿常之拒之；至两井，遇突厥三千馀人，见唐兵，皆 [下] 马擐甲，常之以二百馀骑冲之，皆弃甲走。
下	从高处到低处，降落	卓拄杖，喝一喝， [下] 座。
下	退出，离开	正斗到酣闹处，豹子头林冲大喝一声，只一矛将伍肃戳 [下] 马来。
下	攻下	壬午，完颜匡攻 [下] 棘阳。
下	攻下	皇子术赤、察合台、窝阔台分徇云内、东胜、武、朔等州， [下] 之。
下	量词，表示时间或动作的次数	只一 [下] ，把个老龙头打得稀烂。
下	退出，离开	天明 [下] 榻，生嘱曰：“仆为卿来。
下	投送	冬十一月癸酉，锦衣指挥钟法保请采珠东莞，帝曰：“是欲扰民以求利也”， [下] 之狱。
下	地，地表之下	西南四百里，曰昆仑之丘，是实为帝之[下]都。
下	地，地表之下	夫子疾，莫养于[下]，请以殉葬。
下	内，里面	众军心[下]大乱，不敢交战，各自奔走。
下	内，里面	我养活你，你意[下]如何？
下	旧时时间单位，相当于“点”	三[下]一刻了。
下	拆除，卸掉	宾主[下]尘榻。
下	拆除，卸掉	[下]担捋髭须。
下	去、往	即从巴峡穿巫峡，便[下]襄阳向洛阳
下	去、往	曹操自江陵将顺江东[下]，诸葛亮谓刘备曰：“事急矣，请奉命求救于孙将军。”
下	留宿，安扎	徐孺[下]陈蕃之榻。
下	留宿，安扎	官人要[下]呵，俺这里有干净店房。
下	留宿，安扎	各依本方[下]营。
下	以菜肴佐食	我却不吃荤腥，有甚么素汤[下]饭？
下	投降	吾恐不能守矣，欲以城[下]，何国之可[下]?
下	居人下，谦下	寇恂相[下]之义，以济国事。
下	居人下，谦下	其[下]圣人也亦远矣。
下	量词，表示时间或动作的次数	忽然抚尺一[下]，群响毕绝。撤屏视之，一人、一桌、一椅、一扇、一抚尺而已。
下	量词，表示时间或动作的次数	薄暮[下]管键。
紫	紫色，蓝和红组成的颜色	[紫] 茎屏风，文缘波些。
紫	紫色，蓝和红组成的颜色	子曰：“恶 [紫] 之夺硃也，恶郑声之乱雅乐也，恶利口之覆邦家者。”
紫	紫色，蓝和红组成的颜色	玄冠 [紫]绥 ，自鲁桓公始也。
紫	君主的	王实以为清都、 [紫] 微、钧 天、广乐，帝之所居。
紫	紫色的衣服和绶带	贞观中，始令三品以上服 [紫] ，四品以上硃，
紫	君主的	荪壁兮 [紫] 坛，匊芳椒兮成堂。
紫	专名	顿 [紫] 陌，马不满三千，步不满三万。
紫	有关道教的，神仙的	孝明时虽无凤皇，亦致〔麒〕麟、甘露、醴泉、神雀、白雉、 [紫] 芝、嘉禾，金出鼎见，离木复合。
紫	专名	绵竹， [紫] 岩山，绵水所出，东至新都北入雒。
紫	紫色的衣服和绶带	至或南面称师，赋奸伪之说；典城佩 [紫] ，读虚妄之书。
紫	君主的	春秋纬“ [紫] 宫，天皇曜魄宝之所理也”。
紫	紫色的衣服和绶带	韩子云：“齐桓公好服 [紫] ，一国尽服 [紫] ，当时十素不得一 [紫] ，公患之。
紫	专名	八月甲申，葬于鄴西北漳水之西，魏帝临送于 [紫] 阳。
紫	有关道教的，神仙的	昔黄帝东到青丘，过风山，见 [紫] 府先生，受《三皇内文》，以劾召万神。
紫	有关道教的，神仙的	伏望以迎日之至，展焚柴之礼，升 [紫] 坛，陈采席，定天位，明天道，则圣朝典则，可谓无遗矣。
紫	姓	[紫] 微日谋高卧，有制诏则就宅草之；夕拜未尝乞告，有 宾客则就省谒之。
紫	姓	[紫] 微才调复知兵，长觉风雷笔下生。
紫	祥瑞的	香生满道衣冠引， [紫] 气当天御仗来。
紫	姓	真可《 [紫] 柏老人集》十五卷
清	声音清亮	声噭誂兮 [清] 和，音晏衍兮要淫。
清	姓	于是泰 [清] 问乎无穷，曰：“子知道乎？”
清	政治清明，太平	时溷浊犹未 [清] 兮，世殽乱犹未察。
清	专名	[清] 人在消，驷介麃麃。
清	专名	晋人、宋人、卫人、曹人同盟于 [清] 丘。
清	纯洁，清廉，清高	不及，仁常而不成，廉 [清] 而不信，勇忮而不成。
清	专名	原圣心之作，情隐微而后起，散无方而求监焉，轶元眇而后无，抗澄幽而思谨焉，截六际而不绞，观乎孰莫，听乎无罔，极乎无系，论乎窈冥，湛不乱纷，故能绝尘埃而立乎太 [清] ，往无与俱，来无与偕，希备寡属，孤而不伴，所以无疵，保然独至，传未有之将然，领无首之即次，度十五而用事，量往来而废兴，因动静而结生，能天地而举措自然形也，不可改也，奇耦数也，不可增减也，成败兆也，非而长也。
清	纯洁，清廉，清高	超无为以至 [清] 兮，与泰初而为邻。
清	洁净，清净	升歌 [清] 庙，下管象，朱干玉戚，冕而舞 大武，皮弁素积，裼而舞大夏。
清	清凉	古圣人制衣服也，冬轻而暖，夏轻而 [清] ，今君之履，冰月服之，是重寒也，履重不节，是过任也，失生之情矣。
清	眼色明亮	猗嗟名兮，美目 [清] 兮。
清	水清澈，酒清澈	爰有淫水，其 [清] 洛洛。
清	清香、清馨、清醇	玉膏所出，以灌丹木，丹木五岁，五色乃 [清] ，五味乃馨。
清	纯洁，清廉，清高	屈原曰：“举世皆浊我独 [清] ，众人皆醉我独醒，是以见放！”
清	声音清亮	或言：“师旷鼓《 [清] 角》，一奏之，有玄鹤二八自南方来，集於廊门之危；再奏之而列；三奏之，延颈而鸣，舒翼而舞，音中宫商之声，声吁於天。
清	姓	《太平经·内品修真秘诀》云：上 [清] 大真人未升天以前，皆二取本命之日，修行四等法诀，后步履斗星，蹑地纪，升登天门，便入金阙玉台而后圣君也。
清	水清澈，酒清澈	非不深且 [清] 也，鱼鳖龙蛇莫之肯归也。
清	政治清明，太平	守太原太守，满岁为真，太原郡 [清] 。
清	声音清亮	是故目观玉辂琬象之状，耳听白雪、 [清] 角之声，不能以乱
清	洁净，清净	’汉兴已来，至明天子，获符瑞，封禅，改正朔，易服色，受命于穆 [清] ，泽流罔极，海外殊俗，重译款塞，请来献见者，不可胜道。
清	洁净，清净	天之大恶，饮食人不洁 [清] 。
清	水清澈，酒清澈	沾，大黾谷， [清] 漳水所出，东北至邑成入大河，过郡五，行千六百八十里，冀州川。
清	清除	将说楚王路过洛阳，父母闻之， [清] 宫除道，张乐设饮，郊迎三十里。
清	清朗，清晰，清楚，明白	所以至夏死者，脉法曰“病重而脉顺 [清] 者曰内关”，内关之病，人不知其所痛，心急然无苦。
清	姓	又用五帝符，以五色书之，亦令人不死，但不及太 [清] 及九鼎丹药耳。
清	清朗，清晰，清楚，明白	大贤则体备形器，虑尽藏假，静默以居否，深拱以违礥，皆数在 [清] 全，故钟兹妙识。
清	清朗，清晰，清楚，明白	文成称秀聪敏 [清] 辩，才任喉舌，遂命出纳王言，并掌机密。
清	清除	初，牛元翼在襄阳，数赂王庭氵奏以 [清] 其家，庭凑不与。
清	眼色明亮	西方好， [清] 旦供尤佳。
清	眼色明亮	[清] 晓听麻姑，来约西王母。
清	政治清明，太平	小劫交则九气改正，万帝易位，民亡鬼灭，善好 [清] 治
清	清香、清馨、清醇	却爱素馨 [清] 鼻观，采伴禅床。
清	朝代名	[清] 之末叶，欧风东渐，科学日昌。
清	朝代名	府、州、县、卫儒学，明制具备， [清] 因之。
清	清凉	横榻窗前真寂寞，绿阴 [清] 昼闭门时。
清	朝代名	是时我大 [清] 兵已定京师，李自成遁归西安。
清	清凉	《韩诗外传》曰：冬不浴，非恶水，[清]有余也。
清	清香、清馨、清醇	香远益[清]，亭亭净植，可远观而不可亵玩焉
清	通“圊”，粪槽，厕所	修採[清]，易道路。
清	清除	请诛晁错，以[清]君侧。
出	发出，发布	子产怒曰：“发命之不衷， [出] 令之不信，刑之颇类，狱之放纷，会朝之不敬，使命之不听，取陵于大国，罢民而无功，罪及而弗知，侨之耻也。
出	由内到外，与“入”相对	左右或沮之，曰：‘君不 [出] ，必执吾使。
出	发出，发布	子曰：“君子居其室， [出] 其言善，则千里之
出	指军队出动	秦哀公为之赋《无衣》，九顿首而坐，秦师乃 [出] 。
出	高出，超出	桓公又问焉，曰：“于子之乡，有拳勇股肱之力秀 [出] 于众者，有二以告。
出	由内到外，与“入”相对	然乃所以为 [出] 而致用之本，利其施用，无适不安，信之
出	由内到外，与“入”相对	上耦 [出] 次，西面揖进。
出	出生，长出	[出] 其父 母怀衽之中，生未尝见寇耳。
出	出仕，做官	为先君子，不能求大而 [出] 在小国，辟也。
出	逐出，清理，断绝夫妻关系等	冬十月， [出] 叔孙侨如而盟之，侨如奔齐。
出	发出，发布	祸福在所密，利害在所近，存亡在所用，离合在 [出] 命。
出	产生，出产	“今天地开辟以来久远，河雒 [出] 文出图，或有神文书出，或有神鸟狩持来，吐文积众多，本非一也。S4
出	逐出，清理，断绝夫妻关系等	粟米弃 [出] ，囊橐无复有形，精气散亡，何能复有体，而人得见之乎！
出	产生，出产	河者，播也，播为九流， [出] <<龙图>>也。
出	高出，超出	蔡为人在下中，名声 [出] 广下远甚，然广不得爵邑，官不过九卿。
出	指军队出动	信所 [出] 奇兵二千骑者，候赵空壁逐利，即驰入赵壁，皆拔赵旗帜，立汉赤帜二千。
出	出现，显露，发生	此者，吉凶之所 [出] ，安危之所发也。
出	产生，出产	使布 [出] 於上计，　山东非汉之有也； [出] 於中计，胜败之数未可知也　； [出] 於下计，陛下安枕而卧矣。”
出	指军队出动	又各配兵四 [出] ，而使彭乐率甲骑伪攻之。
出	出现，显露，发生	禹观于河，有长人白面鱼身， [出] 曰：“吾河精也。”
出	用在动词后表示向外，显露或完成。	车驾 [出] ，众事如郊庙之仪。
出	出现，显露，发生	燧人之世，有大迹 [出] 雷泽，华胥履之，而生伏牺于成纪。
出	往外拿，拿出	晋泰始十年，中书监荀勖、中书令张华， [出] 御府铜竹律二十五具，部太乐郎刘秀等校试，其三具与杜夔及左延年律法同，其二十二具，视其铭题尺寸，是笛律也。
出	高出，超出	时孙权曾致巨象，太祖欲知其斤重，访之群下，咸莫能 [出] 其理。
出	出仕，做官	十四年，检校吏部尚书， [出] 为河中观察使。
出	往外拿，拿出	臣请先 [出] 伯献而后罪美玉。”
出	用在动词后表示向外，显露或完成。	其书全不似疏样，不曾解 [出] 名物制度，只绕缠赵岐之说耳。
出	用在动词后表示向外，显露或完成。	直须看得古人意思 [出] ，方好。
出	发泄，发出	’”据《文选》，当注作《气 [出] 》一，《精列》二。
出	往外拿，拿出	铺的盖的都是西门庆 [出] 。
出	出仕，做官	只看宋时嘉祐年间，有一个宣议郎万延之，乃是钱塘南新人，曾中乙科 [出] 仕。
出	离开	忽见月素携着诗笺从梅林中冉冉而来，挹香忙 [出] 位笑道：“莫非妹妹诗成，先来交卷了么？”
出	发泄，发出	刚到穿堂那边，只见玉钏儿独坐在廊檐下垂泪，一见宝玉来了，便长 [出] 了一口气，砸着嘴儿说道：“嗳！
出	逐出，清理，断绝夫妻关系等	狐曰：“教汝子 [出] 若妇，我为汝媳，便相安矣。”
出	出生，长出	[出]，进也。象草木益滋，上[出]达也。
出	出生，长出	句者毕[出]，萌者尽达。
出	支出	量入以为[出]。
出	发泄，发出	君子所贵乎道者三：动容貌，斯远暴慢矣；正颜色，斯近信矣；[出]辞气，斯远鄙倍矣。笾豆之事，则有司存。
出	杀，处决	王季海當國，好[出]人死罪以積陰德，至於奴與佃客殺主，亦不至死。
出	向外突出部分称“出”	楚高固时，有五仙人，人持谷穗，一茎六[出]，乘羊衣羊，具五方色，遗穗州人。
出	离开	忽见月素携着诗笺从梅林中冉冉而来，挹香忙 [[出]] 位笑道：“莫非妹妹诗成，先来交卷了么？”
仙	仙人，神仙	二曰方与之言以观其志，志殷以渊其气，宽以柔，其色俭而不谄，其处 [仙] ，其言后人，见其所不足。
仙	不同凡俗	古 [仙] 士宝精以生，今人失精以死，大信也。
仙	仙人，神仙	念我长生而久 [仙] 兮，不如反余之故乡。
仙	仙人，神仙	而目此得 [仙] 寿获福。
仙	不同凡俗	卢生说始皇曰：“臣等求芝奇药 [仙] 者常弗遇，类物有害之者。
仙	用于死或死者的婉词。	’于是黄帝迎日推策，后率二十岁复朔旦冬至，凡二十推，三百八十年，黄帝 [仙] 登于天。”
仙	用于死或死者的婉词。	或对曰：“黄帝以 [仙] 上天，群臣葬其衣冠。”
仙	姓名	十二月，宋子 [仙] 、赵伯超、刘神茂进攻会稽，东扬州刺史临成公大连弃城走，遣刘神茂追擒之。
仙	姓名	闰四月丙午，景遣其将宋子 [仙] 、任约袭郢州，执刺史萧方诸。
仙	姓名	元庆既至，一如 [仙] 芝之所教，缚诸首领。
仙	不同凡俗	有朱颜绿鬓，禁林 [仙] 客。
仙	轻盈貌	起晚堪从事，行迟更学[仙]。镜中衰谢色，万一故人怜。
幼	年少	大儒之效∶武王崩，成王 [幼] ，周公屏成王而及武王，以屬天下， 惡天下之倍周也。
幼	年少	王季为适，周公杀兄，长 [幼] 有序乎？
幼	年少	九德：一孝子畏哉，乃不乱谋；二悌，悌乃知序，序乃伦，伦不腾上，上乃不崩；三慈惠知长 [幼] ，知长 [幼] ，乐养老；四忠恕，是谓四仪。
幼	小孩儿	人有三不祥∶ [幼] 而不肯事長，賤而不肯事貴，不肖而不肯事賢， 是人之三不祥也。
幼	小孩儿	曾子曰：“先王之所以治天下者五：贵德、贵贵、贵老、敬长、慈 [幼] 。
幼	小孩儿	慫长剑兮拥 [幼] 艾，荪独宜兮为民正。
幼	名	洛阳季 [幼] 宾有小玉检，卫谒者史子伯素号玉器，见而奇之，使余报以三万钱，请买焉。
